n,annee,mois
27238748,1915,10
25797199,1915,11
27116668,1915,12
24474171,1916,1
24022340,1916,2
26491983,1916,3
23029273,1916,4
26234072,1916,5
22697514,1916,6
23535922,1916,7
23513114,1916,8
22662787,1916,9
23414638,1916,10
22822695,1916,11
22638082,1916,12
22788343,1917,1
21136491,1917,2
24953234,1917,3
20567087,1917,4
22252838,1917,5
20387657,1917,6
20712057,1917,7
21470367,1917,8
20524305,1917,9
19936473,1917,10
18157391,1917,11
18285744,1917,12
20166600,1918,1
19300700,1918,2
20630137,1918,3
19499642,1918,4
19686087,1918,5
20561845,1918,6
21457274,1918,7
21785234,1918,8
20385620,1918,9
20421324,1918,10
17125756,1918,11
16851926,1918,12
17656209,1919,1
17496327,1919,2
20475979,1919,3
19344145,1919,4
21021351,1919,5
19152695,1919,6
22215586,1919,7
21870653,1919,8
20491348,1919,9
21449228,1919,10
17882143,1919,11
18221152,1919,12
19430188,1920,1
18403841,1920,2
18466058,1920,3
18590192,1920,4
18971785,1920,5
20442086,1920,6
22223920,1920,7
20966455,1920,8
21081083,1920,9
21631061,1920,10
20093962,1920,11
21806452,1920,12
22390759,1921,1
21989845,1921,2
23762931,1921,3
23744875,1921,4
21210950,1921,5
23827212,1921,6
23861306,1921,7
24117154,1921,8
24498039,1921,9
25772494,1921,10
24812644,1921,11
25192939,1921,12
23433009,1922,1
20552994,1922,2
24541054,1922,3
21470468,1922,4
22010240,1922,5
21690926,1922,6
22543387,1922,7
22836222,1922,8
20691857,1922,9
20244430,1922,10
17994946,1922,11
17484967,1922,12
19123362,1923,1
17252070,1923,2
18558692,1923,3
18148841,1923,4
20277829,1923,5
21623138,1923,6
20477746,1923,7
20329854,1923,8
18948412,1923,9
20959106,1923,10
18383874,1923,11
19304694,1923,12
22046725,1924,1
23510663,1924,2
27826487,1924,3
25006585,1924,4
27517488,1924,5
25596674,1924,6
29951193,1924,7
28910870,1924,8
29108178,1924,9
31988010,1924,10
29375452,1924,11
30648321,1924,12
32523514,1925,1
30777207,1925,2
33538459,1925,3
30568852,1925,4
32911844,1925,5
29390840,1925,6
36226080,1925,7
34241607,1925,8
32389841,1925,9
33524544,1925,10
32759813,1925,11
33697220,1925,12
35818629,1926,1
34147573,1926,2
39193848,1926,3
36022316,1926,4
35499179,1926,5
38446674,1926,6
40195755,1926,7
37297014,1926,8
36966485,1926,9
36972133,1926,10
34145828,1926,11
36906154,1926,12
38579289,1927,1
37426957,1927,2
43385656,1927,3
38384013,1927,4
40075282,1927,5
38012332,1927,6
40723027,1927,7
39998131,1927,8
39653080,1927,9
41116674,1927,10
38391065,1927,11
40506952,1927,12
41788672,1928,1
39949502,1928,2
44693216,1928,3
37493979,1928,4
40443967,1928,5
43250118,1928,6
43551401,1928,7
44852681,1928,8
43751868,1928,9
44961299,1928,10
44109426,1928,11
43657753,1928,12
43543618,1929,1
40217647,1929,2
43275222,1929,3
39884828,1929,4
40724390,1929,5
41966493,1929,6
44217737,1929,7
44822529,1929,8
43074923,1929,9
44998397,1929,10
42298484,1929,11
42650470,1929,12
40535837,1930,1
37749656,1930,2
42477991,1930,3
40309630,1930,4
44434500,1930,5
40462766,1930,6
43551862,1930,7
41076551,1930,8
39278464,1930,9
44522530,1930,10
40298648,1930,11
41573482,1930,12
39849775,1931,1
36448439,1931,2
39953034,1931,3
36931285,1931,4
38801477,1931,5
39468087,1931,6
40933759,1931,7
39962094,1931,8
38830992,1931,9
40973320,1931,10
35912173,1931,11
37993433,1931,12
39968647,1932,1
39571489,1932,2
39985508,1932,3
38700964,1932,4
35830912,1932,5
38245727,1932,6
41537549,1932,7
40222935,1932,8
39620488,1932,9
39135636,1932,10
37116645,1932,11
38761164,1932,12
39823765,1933,1
36959037,1933,2
38712108,1933,3
36399782,1933,4
38212654,1933,5
36386984,1933,6
40029160,1933,7
39903344,1933,8
40323086,1933,9
42524040,1933,10
39558464,1933,11
41184188,1933,12
40644733,1934,1
37385880,1934,2
41081694,1934,3
37760451,1934,4
37789989,1934,5
41044326,1934,6
40593877,1934,7
40244686,1934,8
38093549,1934,9
39669702,1934,10
37353816,1934,11
38608735,1934,12
36647249,1935,1
33098509,1935,2
37875943,1935,3
36024608,1935,4
38347451,1935,5
35262890,1935,6
39606979,1935,7
40034046,1935,8
38647755,1935,9
39583180,1935,10
36783483,1935,11
36555697,1935,12
37043558,1936,1
35347247,1936,2
36481189,1936,3
33997426,1936,4
34693472,1936,5
33929869,1936,6
37800403,1936,7
37226326,1936,8
37194714,1936,9
37612254,1936,10
36327032,1936,11
36748699,1936,12
35486236,1937,1
32330253,1937,2
33939039,1937,3
35441289,1937,4
33229773,1937,5
35338729,1937,6
36084726,1937,7
35045277,1937,8
34421507,1937,9
34098291,1937,10
32628414,1937,11
33555554,1937,12
34846538,1938,1
34267430,1938,2
37428439,1938,3
32696979,1938,4
33628270,1938,5
31871747,1938,6
36898351,1938,7
36476321,1938,8
37709830,1938,9
35252501,1938,10
34616874,1938,11
35332729,1938,12
35097784,1939,1
31957753,1939,2
35768565,1939,3
34218674,1939,4
31337260,1939,5
31876440,1939,6
29976337,1939,7
31424823,1939,8
22931060,1939,9
22151529,1939,10
21532210,1939,11
20874080,1939,12
22024696,1940,1
17749376,1940,2
17675902,1940,3
21263646,1940,4
20338415,1940,5
20625095,1940,6
23837357,1940,7
23826322,1940,8
23279480,1940,9
25051368,1940,10
23702934,1940,11
24905062,1940,12
26047018,1941,1
23038131,1941,2
23334698,1941,3
21012362,1941,4
20002017,1941,5
14283681,1941,6
15362574,1941,7
14774706,1941,8
13606533,1941,9
13372098,1941,10
13936327,1941,11
13974131,1941,12
14751568,1942,1
13134037,1942,2
14261289,1942,3
13444047,1942,4
14411438,1942,5
13440139,1942,6
13549912,1942,7
13199278,1942,8
16368762,1942,9
17101081,1942,10
15407646,1942,11
15553111,1942,12
18032636,1943,1
16931593,1943,2
17436042,1943,3
15201569,1943,4
16139950,1943,5
15966642,1943,6
15674156,1943,7
15168419,1943,8
13755766,1943,9
14832692,1943,10
14402444,1943,11
15095168,1943,12
9583657,1944,1
9411450,1944,2
10042335,1944,3
9108302,1944,4
9341427,1944,5
9732809,1944,6
10074699,1944,7
9707585,1944,8
8692868,1944,9
8453758,1944,10
7299117,1944,11
5643089,1944,12
3965423,1945,1
2613160,1945,2
1907368,1945,3
439574,1945,4
235158,1945,5
308438,1945,6
243842,1945,7
198776,1945,8
218583,1945,9
284203,1945,10
319462,1945,11
285806,1945,12
334827,1946,1
290690,1946,2
441374,1946,3
392949,1946,4
475770,1946,5
416290,1946,6
498833,1946,7
572602,1946,8
481644,1946,9
587315,1946,10
452909,1946,11
384372,1946,12
566883,1947,1
441235,1947,2
437429,1947,3
453973,1947,4
625560,1947,5
493508,1947,6
617717,1947,7
523921,1947,8
460735,1947,9
468953,1947,10
363581,1947,11
384151,1947,12
357255,1948,1
366161,1948,2
413130,1948,3
488654,1948,4
436838,1948,5
461561,1948,6
527417,1948,7
640212,1948,8
682729,1948,9
780684,1948,10
650776,1948,11
691828,1948,12
501217,1949,1
515937,1949,2
596723,1949,3
637328,1949,4
826788,1949,5
735359,1949,6
945774,1949,7
1015779,1949,8
1537237,1949,9
1975073,1949,10
3247202,1949,11
3793444,1949,12
2766005,1950,1
2428144,1950,2
3696260,1950,3
3343967,1950,4
3715124,1950,5
3460389,1950,6
3172145,1950,7
2996918,1950,8
2992561,1950,9
2973071,1950,10
2845970,1950,11
2788327,1950,12
