"date","identifier","publisher","title","nb_numeros","ark","duree_publi","date_deb","date_fin","deb_bis","fin_bis","is_quotidien","sdewey","sdewey_nom","sdewey2","sdewey_nom2"
"1874","https://gallica.bnf.fr/ark:/12148/cb32701443g/date","Saintes, Paris, Paris, Saintes","Archives historiques de la Saintonge et de l'Aunis ",50,"cb32701443g_date",22643,"1874","1935","1874-01-01","1935-12-31",FALSE,944,"Histoire de France","",""
"1930","https://gallica.bnf.fr/ark:/12148/cb32882191k/date","Hanoï","Tú Dàn tap chí",49,"cb32882191k_date",882,"1929-11-09","1932-04-09","1929-11-09","1932-04-09",FALSE,0,"Savoir livre informatique","",""
"1853-1875","https://gallica.bnf.fr/ark:/12148/cb34398529b/date","Reims","Travaux de l'Académie impériale de Reims",49,"cb34398529b_date",6574,"1852","1869","1852-01-01","1869-12-31",FALSE,35,"Administration publique","",""
"1790-1790","https://gallica.bnf.fr/ark:/12148/cb32874000f/date","Toulouse","Supplément au Journal universel de Toulouse",49,"cb32874000f_date",350,"1790-01-09","1790-12-25","1790-01-09","1790-12-25",FALSE,NA,NA,"",""
"1921-1924","https://gallica.bnf.fr/ark:/12148/cb34420757x/date","Paris","Science",49,"cb34420757x_date",730,"1921-01-01","1923-01-01","1921-01-01","1923-01-01",FALSE,77,"Photographie","",""
"1856-1882","https://gallica.bnf.fr/ark:/12148/cb32858835v/date","Paris","Revue des sociétés savantes de la France et de l'étranger ",49,"cb32858835v_date",9861,"1856","1882","1856-01-01","1882-12-31",FALSE,94,"Histoire de l'Europe","",""
"1915-1919","https://gallica.bnf.fr/ark:/12148/cb328576321/date","Paris","Revue de la marine marchande ",49,"cb328576321_date",NA,"1915-10","1919-09","1915-10-01","1919-09-31",FALSE,50,"Sciences Généralités","",""
"1858","https://gallica.bnf.fr/ark:/12148/cb34437068j/date","Basse Terre","Projet de budget des recettes et des dépenses",49,"cb34437068j_date",25200,"1881","1949","1881-01-01","1949-12-31",FALSE,33,"Économie","",""
"1855-1857","https://gallica.bnf.fr/ark:/12148/cb328209734/date","Paris","Musée français anglais ",49,"cb328209734_date",1157,"1855-12","1859-01","1855-12-01","1859-01-31",FALSE,NA,NA,"",""
"1872","https://gallica.bnf.fr/ark:/12148/cb34410760m/date","Autun, Autun, Autun, Autun, Autun, Autun","Mémoires de la Société éduenne ",49,"cb34410760m_date",26662,"1872","1944","1872-01-01","1944-12-31",FALSE,944,"Histoire de France","",""
"1867","https://gallica.bnf.fr/ark:/12148/cb344401101/date","Blois","Mémoires de la Société des sciences et lettres de Loir et",49,"cb344401101_date",48942,"1867","2000","1867-01-01","2000-12-31",FALSE,8,"Collections générales","",""
"1868-1945","https://gallica.bnf.fr/ark:/12148/cb343872846/date","Bourges","Mémoires de la Société des antiquaires du Centre",49,"cb343872846_date",27392,"1867","1941","1867-01-01","1941-12-31",FALSE,93,"Histoire de l'Antiquité","",""
"1833-1975","https://gallica.bnf.fr/ark:/12148/cb39235283v/date","Paris","Mémoires de l'Institut national de France ",49,"cb39235283v_date",36888,"1833","1933","1833-01-01","1933-12-31",FALSE,0,"Savoir livre informatique","",""
"1898-1920","https://gallica.bnf.fr/ark:/12148/cb32872168v/date","Paris","Les Sports modernes ",49,"cb32872168v_date",NA,"1898-06","1920-06","1898-06-01","1920-06-31",FALSE,70,"Arts et loisirs Généralités","",""
"191.-1932","https://gallica.bnf.fr/ark:/12148/cb457367320/date","Paris","Les Patrons favoris",49,"cb457367320_date",6209,"1916","1932","1916-01-01","1932-12-31",FALSE,NA,NA,"",""
"1933-1938","https://gallica.bnf.fr/ark:/12148/cb328735206/date","Paris","Le Succès automobile",49,"cb328735206_date",1703,"1933-12","1938-07","1933-12-01","1938-07-31",FALSE,NA,NA,"",""
"1928-1936","https://gallica.bnf.fr/ark:/12148/cb32867300s/date","Nanterre","Le Semeur de Nanterre ",49,"cb32867300s_date",2969,"1928-10-14","1936-11-30","1928-10-14","1936-11-30",FALSE,32,"Science politique","",""
"1929-1931","https://gallica.bnf.fr/ark:/12148/cb32837218z/date","Hanoi","Le Petit populaire du Tonkin",49,"cb32837218z_date",745,"1929-10-01","1931-10-16","1929-10-01","1931-10-16",FALSE,NA,NA,"",""
"1903-1904","https://gallica.bnf.fr/ark:/12148/cb32836730z/date","Paris","Le Petit libéral du dimanche ",49,"cb32836730z_date",357,"1903-03-22","1904-03-13","1903-03-22","1904-03-13",FALSE,7,"Presse et édition","",""
"1933","https://gallica.bnf.fr/ark:/12148/cb34348639w/date","Paris","Le Français moderne ",49,"cb34348639w_date",NA,"1942-10","1959-04","1942-10-01","1959-04-31",FALSE,44,"Français","",""
"1909-1914","https://gallica.bnf.fr/ark:/12148/cb32776980q/date","Roubaix","Le Foyer Moulinois ",49,"cb32776980q_date",1857,"1909-05-01","1914-06-01","1909-05-01","1914-06-01",FALSE,64,"Vie domestique","",""
"1884-1884","https://gallica.bnf.fr/ark:/12148/cb32714515f/date","Malakoff","Le Bon citoyen de Malakoff ",49,"cb32714515f_date",329,"1884-01-20","1884-12-14","1884-01-20","1884-12-14",FALSE,NA,NA,"",""
"1942-1944","https://gallica.bnf.fr/ark:/12148/cb34425016m/date","Lyon","La Voix ouvrière ",49,"cb34425016m_date",806,"1942-06-01","1944-08-15","1942-06-01","1944-08-15",FALSE,NA,NA,"",""
"1893","https://gallica.bnf.fr/ark:/12148/cb32811251x/date","Nîmes puis Paris","La Mandoline",49,"cb32811251x_date",2463,"1893-09","1900-05","1893-09-01","1900-05-31",FALSE,NA,NA,"",""
"1898-1903","https://gallica.bnf.fr/ark:/12148/cb327963151/date","Paris","La Jeunesse militaire ",49,"cb327963151_date",1580,"1898-12","1903-03","1898-12-01","1903-03-31",FALSE,35,"Administration publique","",""
"1908-1909","https://gallica.bnf.fr/ark:/12148/cb327496564/date","Majunga","La Côte Ouest de Madagascar ",49,"cb327496564_date",348,"1908-11-23","1909-11-06","1908-11-23","1909-11-06",FALSE,0,"Savoir livre informatique","",""
"1944-1946","https://gallica.bnf.fr/ark:/12148/cb32883389t/date","Lyon","L'Union démocratique du Rhône et du Sud Est ",49,"cb32883389t_date",415,"1944-12-15","1946-02-03","1944-12-15","1946-02-03",FALSE,NA,NA,"",""
"1755-1759","https://gallica.bnf.fr/ark:/12148/cb328278381/date","A La Haye [i. e. Paris]","L'Observateur hollandois ou premiere ",49,"cb328278381_date",1260,"1755-09-01","1759-02-12","1755-09-01","1759-02-12",FALSE,90,"Histoire et géographie Généralités","",""
"1816-1816","https://gallica.bnf.fr/ark:/12148/cb32801384z/date","Paris","Journal général des théâtres ",49,"cb32801384z_date",176,"1816-01-17","1816-07-11","1816-01-17","1816-07-11",FALSE,79,"Loisirs sports arts du spectacle","",""
"1836-1870","https://gallica.bnf.fr/ark:/12148/cb32799352z/date","Paris","Journal des chasseurs ",49,"cb32799352z_date",12295,"1836-10","1870-05","1836-10-01","1870-05-31",FALSE,79,"Loisirs sports arts du spectacle","",""
"1860-1862","https://gallica.bnf.fr/ark:/12148/cb32781009v/date","Paris","Gazette du bâtiment ",49,"cb32781009v_date",760,"1860-12-01","1862-12-31","1860-12-01","1862-12-31",FALSE,69,"Contruction","",""
"1912-1914","https://gallica.bnf.fr/ark:/12148/cb32759227n/date","Dunkerque","Dunkerque l'été ",49,"cb32759227n_date",770,"1912-05-19","1914-06-28","1912-05-19","1914-06-28",FALSE,NA,NA,"",""
"1918","https://gallica.bnf.fr/ark:/12148/cb32753871b/date","Saïgon","Dai Viet tap chi",49,"cb32753871b_date",9787,"1918-03","1944-12-16","1918-03-01","1944-12-16",FALSE,0,"Savoir livre informatique","",""
"19..-1993","https://gallica.bnf.fr/ark:/12148/cb344592816/date","Montévrain","Cyclette revue ",49,"cb344592816_date",1675,"1943-07","1948-01","1943-07-01","1948-01-31",FALSE,7,"Presse et édition","",""
"1882-1886","https://gallica.bnf.fr/ark:/12148/cb328961160/date","Strasbourg","Cri Cri ",49,"cb328961160_date",1460,"1882","1885","1882-01-01","1885-12-31",FALSE,0,"Savoir livre informatique","",""
"1910","https://gallica.bnf.fr/ark:/12148/cb32728837r/date","Saïgon","Bulletin financier et économique de l'Indochine",49,"cb32728837r_date",350,"1925-01-02","1925-12-18","1925-01-02","1925-12-18",FALSE,7,"Presse et édition","",""
"1892-1949","https://gallica.bnf.fr/ark:/12148/cb391213666/date","Angoulême, Angoulême, Angoulême, Angoulême","Bulletin et mémoires de la Société archéologique et historique de la Charente",49,"cb391213666_date",18991,"1890","1941","1890-01-01","1941-12-31",FALSE,944,"Histoire de France","",""
"1921-1934","https://gallica.bnf.fr/ark:/12148/cb32724593f/date","Auch","Bulletin de la Société gersoise des études locales dans l'enseignement public",49,"cb32724593f_date",NA,"1913-11","1934-04","1913-11-01","1934-04-31",FALSE,90,"Histoire et géographie Généralités","",""
"1927-1964","https://gallica.bnf.fr/ark:/12148/cb327238784/date","Paris","Bulletin de la Société d'études historiques et géographiques de la région parisienne",49,"cb327238784_date",4444,"1927-12","1940-01","1927-12-01","1940-01-31",FALSE,7,"Presse et édition","",""
"1859","https://gallica.bnf.fr/ark:/12148/cb34426508m/date","Avallon, Dijon","Bulletin de la Société d'études d'Avallon",49,"cb34426508m_date",27027,"1859","1932","1859-01-01","1932-12-31",FALSE,5,"Périodiques","",""
"1913-1927","https://gallica.bnf.fr/ark:/12148/cb327213308/date","Paris","Bulletin de l'Ordre de l'Étoile d'Orient",49,"cb327213308_date",5406,"1913-01-11","1927-10","1913-01-11","1927-10-31",FALSE,13,"Ésotérismephénomènes paranormaux","",""
"18..-195.","https://gallica.bnf.fr/ark:/12148/cb420576600/date","Saint Denis","Budget du service local pour l'exercice",49,"cb420576600_date",24105,"1875","1940","1875-01-01","1940-12-31",FALSE,35,"Administration publique","",""
"18..-197.","https://gallica.bnf.fr/ark:/12148/cb412715241/date","Paris, Paris","Budget des recettes et des dépenses de l'exercice",49,"cb412715241_date",17530,"1899","1946","1899-01-01","1946-12-31",FALSE,35,"Administration publique","",""
"1917","https://gallica.bnf.fr/ark:/12148/cb43750608j/date","Paris","Association des surintendantes d'usines et de services sociaux",49,"cb43750608j_date",19791,"1928-02-21","1982-04-29","1928-02-21","1982-04-29",FALSE,36,"Services sociaux","",""
"1946","https://gallica.bnf.fr/ark:/12148/cb326940177/date","La Rochelle","Annales de la Société des sciences naturelles de la Charente Maritime",49,"cb326940177_date",NA,"1946-08","2010-06","1946-08-01","2010-06-31",FALSE,57,"Biologie","",""
"1886-1939","https://gallica.bnf.fr/ark:/12148/cb326934936/date","Paris","Annales de droit commercial français",49,"cb326934936_date",19022,"1886","1938-01","1886-01-01","1938-01-31",FALSE,34,"Droit","",""
"1942-1943","https://gallica.bnf.fr/ark:/12148/cb32685398x/date","Alger","Alger soir",49,"cb32685398x_date",350,"1942-05-03","1943-04-18","1942-05-03","1943-04-18",FALSE,0,"Savoir livre informatique","",""
"1791-1792","https://gallica.bnf.fr/ark:/12148/cb43847739r/date","Niort","Affiches patriotiques du département des Deux Sèvres ",49,"cb43847739r_date",NA,"1791-01",NA,"1791-01-01",NA,FALSE,944,"Histoire de France","",""
"1917-1920","https://gallica.bnf.fr/ark:/12148/cb32787575g/date","Paris","Houa kong tsa tche",49,"cb32787575g_date",1445,"1917-01-10","1920-12-25","1917-01-10","1920-12-25",FALSE,0,"Savoir livre informatique","",""
"1915-1921","https://gallica.bnf.fr/ark:/12148/cb32892448g/date","Paris","Vouloir ",48,"cb32892448g_date",1522,"1916-12","1921-01","1916-12-01","1921-01-31",FALSE,33,"Économie","",""
"1996","https://gallica.bnf.fr/ark:/12148/cb36141400j/date","Paris","Transversalités ",48,"cb36141400j_date",4048,"1996-01","2007-01","1996-01-01","2007-01-31",FALSE,28,"Confessions et sectes chrétiennes","",""
"1891-1894","https://gallica.bnf.fr/ark:/12148/cb327370961/date","Cannes","The Cannes advertiser ",48,"cb327370961_date",797,"1891-11-13","1894-01-18","1891-11-13","1894-01-18",FALSE,NA,NA,"",""
"1931-1936","https://gallica.bnf.fr/ark:/12148/cb328745402/date","Paris","Syndicalisme chrétien ",48,"cb328745402_date",1583,"1931-10","1936-01","1931-10-01","1936-01-31",FALSE,7,"Presse et édition","",""
"1885-1938","https://gallica.bnf.fr/ark:/12148/cb42580552w/date","Paris, Melun, Paris","Rapport général présenté ",48,"cb42580552w_date",20452,"1885","1940","1885-01-01","1940-12-31",FALSE,61,"Médecine","",""
"1874-19..","https://gallica.bnf.fr/ark:/12148/cb43648913h/date","Paris","Procès verbaux des séances de l'année ",48,"cb43648913h_date",1463,"1914-01-06","1918-01-08","1914-01-06","1918-01-08",FALSE,35,"Administration publique","",""
"1838-1944","https://gallica.bnf.fr/ark:/12148/cb32813317h/date","Amiens, Amiens, Amiens, Amiens, Paris, Paris, Paris, Paris, Paris","Mémoires de la Société des antiquaires de Picardie ",48,"cb32813317h_date",38349,"1838","1942","1838-01-01","1942-12-31",FALSE,93,"Histoire de l'Antiquité","",""
"1872-1996","https://gallica.bnf.fr/ark:/12148/cb34438671b/date","Caen","Mémoires de l'Académie nationale des sciences",48,"cb34438671b_date",25931,"1872","1942","1872-01-01","1942-12-31",FALSE,50,"Sciences Généralités","",""
"1887","https://gallica.bnf.fr/ark:/12148/cb34438647g/date","Thonon les bains","Mémoires ",48,"cb34438647g_date",23009,"1887","1949","1887-01-01","1949-12-31",FALSE,6,"Organisations","",""
"1925-1928","https://gallica.bnf.fr/ark:/12148/cb32838673f/date","Armentières","Les Petits gars de la Lys",48,"cb32838673f_date",1010,"1925-08-09","1928-05-15","1925-08-09","1928-05-15",FALSE,NA,NA,"",""
"1925-192.","https://gallica.bnf.fr/ark:/12148/cb328386723/date","Malo les Bains, Hazebrouck","Les Petits gars de Flandre ",48,"cb328386723_date",1041,"1925-08-09","1928-06-15","1925-08-09","1928-06-15",FALSE,NA,NA,"",""
"1933-1934","https://gallica.bnf.fr/ark:/12148/cb32887170t/date","Paris","Le Vélo ",48,"cb32887170t_date",15482,"1892","1934-05-23","1892-01-01","1934-05-23",FALSE,79,"Loisirs sports arts du spectacle","",""
"1894-1895","https://gallica.bnf.fr/ark:/12148/cb32868966m/date","Beauchamps, Beauchamps","Le Socialiste de la Manche ",48,"cb32868966m_date",508,"1894-05","1895-09-21","1894-05-01","1895-09-21",FALSE,7,"Presse et édition","",""
"1924-1926","https://gallica.bnf.fr/ark:/12148/cb328618074/date","Paris","Le Rhin ",48,"cb328618074_date",1029,"1924-03","1926-12-25","1924-03-01","1926-12-25",FALSE,NA,NA,"",""
"1899-1905","https://gallica.bnf.fr/ark:/12148/cb45309558j/date","Paris","Le Réveil républicain socialiste",48,"cb45309558j_date",1645,"1901-04-05","1905-10-06","1901-04-05","1905-10-06",FALSE,7,"Presse et édition","",""
"1941-194?","https://gallica.bnf.fr/ark:/12148/cb36140714t/date","Marseille","Le Mot d'ordre ",48,"cb36140714t_date",342,"1941-11-15","1942-10-23","1941-11-15","1942-10-23",FALSE,NA,NA,"",""
"1925-1933","https://gallica.bnf.fr/ark:/12148/cb32819452r/date","Paris","Le Moniteur hôtelier ",48,"cb32819452r_date",3150,"1925-03","1933-10-15","1925-03-01","1933-10-15",FALSE,33,"Économie","",""
"1898-1903","https://gallica.bnf.fr/ark:/12148/cb442990263/date","Paris, Paris","Le Journal des pâtissiers biscuitiers",48,"cb442990263_date",1763,"1898-10","1903-07","1898-10-01","1903-07-31",FALSE,64,"Vie domestique","",""
"1933-1934","https://gallica.bnf.fr/ark:/12148/cb327369681/date","Paris","Le Canard déchaîné ",48,"cb327369681_date",588,"1933-03-23","1934-11-01","1933-03-23","1934-11-01",FALSE,7,"Presse et édition","",""
"1841-1848","https://gallica.bnf.fr/ark:/12148/cb32881231r/date","Paris","La Tribune dramatique ",48,"cb32881231r_date",NA,"1841-10-10","1848-04","1841-10-10","1848-04-31",FALSE,70,"Arts et loisirs Généralités","",""
"1832-1834","https://gallica.bnf.fr/ark:/12148/cb32844911z/date","Paris","La Propriété ",48,"cb32844911z_date",698,"1833","1834-11-30","1833-01-01","1834-11-30",FALSE,70,"Arts et loisirs Généralités","",""
"1942-1949","https://gallica.bnf.fr/ark:/12148/cb32777855g/date","Paris","La France intérieure",48,"cb32777855g_date",670,"1942-10-15","1944-08-15","1942-10-15","1944-08-15",FALSE,NA,NA,"",""
"1920-1939","https://gallica.bnf.fr/ark:/12148/cb327773255/date","Paris","La France active ",48,"cb327773255_date",NA,"1929-09","1936-11","1929-09-01","1936-11-31",FALSE,33,"Économie","",""
"1928-1940","https://gallica.bnf.fr/ark:/12148/cb327546920/date","Paris","La Défense des victimes de la guerre ",48,"cb327546920_date",3652,"1930-04","1940-03","1930-04-01","1940-03-31",FALSE,36,"Services sociaux","",""
"1878-1879","https://gallica.bnf.fr/ark:/12148/cb32790600c/date","Paris","L'Indicateur du notariat",48,"cb32790600c_date",439,"1878-10-15","1879-12-28","1878-10-15","1879-12-28",FALSE,34,"Droit","",""
"1831-1838","https://gallica.bnf.fr/ark:/12148/cb327713262/date","Paris","L'Européen ",48,"cb327713262_date",2585,"1831-12-03","1838","1831-12-03","1838-12-31",FALSE,10,"Philosophie et psychologie Généralités","",""
"1932-1939","https://gallica.bnf.fr/ark:/12148/cb45715343w/date","Paris 20e, Paris XXe","L'Echo de Gambetta cyclo touriste ",48,"cb45715343w_date",2464,"1932-07-01","1939-03","1932-07-01","1939-03-31",FALSE,79,"Loisirs sports arts du spectacle","",""
"1922-1932","https://gallica.bnf.fr/ark:/12148/cb326854746/date","Alger","L'Algérie illustrée ",48,"cb326854746_date",3805,"1922-06","1932-10","1922-06-01","1932-10-31",FALSE,NA,NA,"",""
"1868-1869","https://gallica.bnf.fr/ark:/12148/cb43685478t/date","Paris","Journal de voyages ",48,"cb43685478t_date",329,"1868-02-16","1869-01-10","1868-02-16","1869-01-10",FALSE,90,"Histoire et géographie Généralités","",""
"1868-1871","https://gallica.bnf.fr/ark:/12148/cb32798433q/date","Mâcon","Journal de Mâcon ",48,"cb32798433q_date",783,"1868-07-11","1870-09-02","1868-07-11","1870-09-02",FALSE,7,"Presse et édition","",""
"1759-1762","https://gallica.bnf.fr/ark:/12148/cb32797331h/date","Bruxelles","Journal de commerce ",48,"cb32797331h_date",973,"1759-10","1762-05","1759-10-01","1762-05-31",FALSE,0,"Savoir livre informatique","",""
"1853-1854","https://gallica.bnf.fr/ark:/12148/cb327968309/date","Aix les Bains","Journal d'Aix les",48,"cb327968309_date",504,"1853-05-01","1854-09-17","1853-05-01","1854-09-17",FALSE,7,"Presse et édition","",""
"1775-1791","https://gallica.bnf.fr/ark:/12148/cb32774716k/date","Limoges","Feuille hebdomadaire de la généralité de Limoges",48,"cb32774716k_date",5734,"1775-04-25","1791-01-05","1775-04-25","1791-01-05",FALSE,7,"Presse et édition","",""
"1911-1914","https://gallica.bnf.fr/ark:/12148/cb327592280/date","Dunkerque","Dunkerque l'hiver ",48,"cb327592280_date",539,"1912-10-06","1914-03-29","1912-10-06","1914-03-29",FALSE,NA,NA,"",""
"1879-1956","https://gallica.bnf.fr/ark:/12148/cb344348592/date","Saint Pierre","Compte définitif des recettes et des dépenses de l'exercice",48,"cb344348592_date",23739,"1879","1943","1879-01-01","1943-12-31",FALSE,35,"Administration publique","",""
"1913-1921","https://gallica.bnf.fr/ark:/12148/cb327053613/date","Paris","Circulaires du Secrétariat général ",48,"cb327053613_date",2317,"1914-01-26","1920-05","1914-01-26","1920-05-31",FALSE,36,"Services sociaux","",""
"1916-1923","https://gallica.bnf.fr/ark:/12148/cb327327257/date","Paris","Bulletin périodique de la presse portugaise",48,"cb327327257_date",2221,"1917-05-20","1923-06-19","1917-05-20","1923-06-19",FALSE,7,"Presse et édition","",""
