"date","identifier","publisher","title","nb_numeros","ark","duree_publi","date_deb","date_fin","deb_bis","fin_bis","is_quotidien","sdewey","sdewey_nom","sdewey2","sdewey_nom2"
"1879-1919","https://gallica.bnf.fr/ark:/12148/cb34460068g/date","Paris","L'Hydropathe ",3,"cb34460068g_date",516,"1879-01","1880-05","1879-01-01","1880-05-31",FALSE,7,"Presse et édition","",""
"1930-1930","https://gallica.bnf.fr/ark:/12148/cb327877960/date","Toulon","L'Humus ",3,"cb327877960_date",NA,"1930-05","1930-04","1930-05-01","1930-04-31",FALSE,63,"Agriculture","",""
"19??","https://gallica.bnf.fr/ark:/12148/cb327877333/date","S. l.","L'Humanité",3,"cb327877333_date",NA,"1941-05-12","1942-11","1941-05-12","1942-11-31",FALSE,NA,NA,"",""
"19??","https://gallica.bnf.fr/ark:/12148/cb32787726t/date","S. l.","L'Humanité",3,"cb32787726t_date",75,"1941-06","1941-08-15","1941-06-01","1941-08-15",FALSE,NA,NA,"",""
"19??","https://gallica.bnf.fr/ark:/12148/cb32787735s/date","S. l.","L'Humanité",3,"cb32787735s_date",121,"1941-03-01","1941-06-30","1941-03-01","1941-06-30",FALSE,NA,NA,"",""
"1884-18..","https://gallica.bnf.fr/ark:/12148/cb327867586/date","Niort, Melle","L'Hirondelle ",3,"cb327867586_date",567,"1884-06-14","1886-01-02","1884-06-14","1886-01-02",FALSE,80,"Littérature Généralités","",""
"1934-1939","https://gallica.bnf.fr/ark:/12148/cb327854971/date","Paris","L'Habitation Loucheur ",3,"cb327854971_date",364,"1934","1934","1934-01-01","1934-12-31",FALSE,36,"Services sociaux","",""
"1839-184.","https://gallica.bnf.fr/ark:/12148/cb32772180j/date","Paris","L'Exposition ",3,"cb32772180j_date",2191,"1839","1844","1839-01-01","1844-12-31",FALSE,67,"Industrie","",""
"1875-1876","https://gallica.bnf.fr/ark:/12148/cb327720521/date","Paris","L'Explorateur ",3,"cb327720521_date",577,"1875-01","1876-07","1875-01-01","1876-07-31",FALSE,91,"Géographie et voyages","",""
"19??","https://gallica.bnf.fr/ark:/12148/cb327718509/date","S. l.","L'Ex K",3,"cb327718509_date",152,"1943-09","1944-01","1943-09-01","1944-01-31",FALSE,NA,NA,"",""
"1869-1869","https://gallica.bnf.fr/ark:/12148/cb32771725t/date","Paris","L'Éventail algérien ",3,"cb32771725t_date",3,"1869-05-11","1869-05-14","1869-05-11","1869-05-14",FALSE,79,"Loisirs sports arts du spectacle","",""
"1866-1867","https://gallica.bnf.fr/ark:/12148/cb32771219h/date","Paris","L'Europe artistique ",3,"cb32771219h_date",14,"1866-12-23","1867-01-06","1866-12-23","1867-01-06",FALSE,79,"Loisirs sports arts du spectacle","",""
"1891-1904","https://gallica.bnf.fr/ark:/12148/cb32770984n/date","Paris","L'Étudiant ",3,"cb32770984n_date",1459,"1898","1901","1898-01-01","1901-12-31",FALSE,NA,NA,"",""
"194.-19..","https://gallica.bnf.fr/ark:/12148/cb327700338/date","S. l., Chalon sur Saône","L'Étincelle ",3,"cb327700338_date",-93,"1941-11","1941-07","1941-11-01","1941-07-31",FALSE,NA,NA,"",""
"1944-1945","https://gallica.bnf.fr/ark:/12148/cb344288156/date","Paris, Paris","L'Éternelle revue ",3,"cb344288156_date",NA,"1944-06","1944-06","1944-06-01","1944-06-31",FALSE,NA,NA,"",""
"1897-1899","https://gallica.bnf.fr/ark:/12148/cb32769619b/date","Paris","L'Estampe et l'affiche ",3,"cb32769619b_date",NA,"1899-01-15",NA,"1899-01-15",NA,FALSE,NA,NA,"",""
"1900-1900","https://gallica.bnf.fr/ark:/12148/cb327686538/date","Paris","L'Escarmouche ",3,"cb327686538_date",11,"1900-04-22","1900-05-03","1900-04-22","1900-05-03",FALSE,32,"Science politique","",""
"1861-186.","https://gallica.bnf.fr/ark:/12148/cb327683016/date","Paris","L'Époque commerciale",3,"cb327683016_date",91,"1861-08","1861-10-31","1861-08-01","1861-10-31",FALSE,38,"Commerce communications transports","",""
"1816-1818","https://gallica.bnf.fr/ark:/12148/cb41035139r/date","Paris, Paris","L'Enfant lyrique du Carnaval ",3,"cb41035139r_date",1095,"1816","1818","1816-01-01","1818-12-31",FALSE,80,"Littérature Généralités","",""
"1894-1894","https://gallica.bnf.fr/ark:/12148/cb32766424n/date","Clermont Ferrand","L'Émancipation sociale ",3,"cb32766424n_date",56,"1894-07","1894-08-26","1894-07-01","1894-08-26",FALSE,10,"Philosophie et psychologie Généralités","",""
"1919","https://gallica.bnf.fr/ark:/12148/cb32766301q/date","Aurilla, Aurilla","L'Émancipateur ",3,"cb32766301q_date",730,"1920","1921","1920-01-01","1921-12-31",FALSE,NA,NA,"",""
"1924-1925","https://gallica.bnf.fr/ark:/12148/cb32765582v/date","Paris","L'Egypte nouvelle ",3,"cb32765582v_date",229,"1924-05-10","1924-12-25","1924-05-10","1924-12-25",FALSE,30,"Sciences sociales","",""
"1832-1832","https://gallica.bnf.fr/ark:/12148/cb327654879/date","Paris","L'Égide  ",3,"cb327654879_date",10,"1832-01-25","1832-02-04","1832-01-25","1832-02-04",FALSE,7,"Presse et édition","",""
"1925-19..","https://gallica.bnf.fr/ark:/12148/cb32764608g/date","Épinal","L'École unique ",3,"cb32764608g_date",46,"1925-03-25","1925-05-10","1925-03-25","1925-05-10",FALSE,93,"Histoire de l'Antiquité","",""
"191.-191.","https://gallica.bnf.fr/ark:/12148/cb32764089n/date","Paris","L'Eclaireur du Moulin Vert ",3,"cb32764089n_date",60,"1916-04","1916-05","1916-04-01","1916-05-31",FALSE,36,"Services sociaux","",""
"1925-1925","https://gallica.bnf.fr/ark:/12148/cb34532739v/date","Bordeaux","L'Éclaireur de Bordeaux et du Sud Ouest ",3,"cb34532739v_date",59,"1925-02-01","1925-04-01","1925-02-01","1925-04-01",FALSE,7,"Presse et édition","",""
"1852-1853","https://gallica.bnf.fr/ark:/12148/cb32763699c/date","Paris","L'Éclair ",3,"cb32763699c_date",548,"1852-07","1853","1852-07-01","1853-12-31",FALSE,80,"Littérature Généralités","",""
"1848-1848","https://gallica.bnf.fr/ark:/12148/cb327624371/date","Paris","L'Écho du peuple ",3,"cb327624371_date",173,"1848","1848-06-22","1848-01-01","1848-06-22",FALSE,7,"Presse et édition","",""
"1823-1823","https://gallica.bnf.fr/ark:/12148/cb327623294/date","A Paris, A Paris","L'Écho du Parnasse",3,"cb327623294_date",-60,"1823-04","1823-01","1823-04-01","1823-01-31",FALSE,80,"Littérature Généralités","",""
"19??","https://gallica.bnf.fr/ark:/12148/cb32762165f/date","S. l.","L'Echo du Groupe cycliste de la 6e division de Cavalerie  ",3,"cb32762165f_date",NA,"1915-06-16",NA,"1915-06-16",NA,FALSE,NA,NA,"",""
"1916-191.","https://gallica.bnf.fr/ark:/12148/cb44415606v/date","Chalais Meudon","L'Echo des paniers  ",3,"cb44415606v_date",-1,"1918-08","1918-07","1918-08-01","1918-07-31",FALSE,NA,NA,"",""
"1857-1858","https://gallica.bnf.fr/ark:/12148/cb327614651/date","Paris","L'Écho des deux mondes ",3,"cb327614651_date",188,"1857-12-25","1858-07-01","1857-12-25","1858-07-01",FALSE,84,"Littérature francophone","",""
"1896","https://gallica.bnf.fr/ark:/12148/cb32761003c/date","Saïda","L'Echo de Saïda",3,"cb32761003c_date",12,"1896-07-11","1896-07-23","1896-07-11","1896-07-23",FALSE,0,"Savoir livre informatique","",""
"1871-1871","https://gallica.bnf.fr/ark:/12148/cb327609206/date","Paris","L'Écho de Paris ",3,"cb327609206_date",2,"1871-05-17","1871-05-19","1871-05-17","1871-05-19",FALSE,0,"Savoir livre informatique","",""
"1943-194?","https://gallica.bnf.fr/ark:/12148/cb361399777/date","","l'Echo de la câblerie ",3,"cb361399777_date",54,"1943-09","1943-10-25","1943-09-01","1943-10-25",FALSE,NA,NA,"",""
"1914-1914","https://gallica.bnf.fr/ark:/12148/cb42411549m/date","","L'Echo de l'Argonne ",3,"cb42411549m_date",8,"1914-11-04","1914-11-12","1914-11-04","1914-11-12",FALSE,NA,NA,"",""
"1941-1943","https://gallica.bnf.fr/ark:/12148/cb32759880r/date","Castillon en Couserans","L'Écho de Castillon ",3,"cb32759880r_date",226,"1942-11","1943-06-15","1942-11-01","1943-06-15",FALSE,NA,NA,"",""
"1898-1898","https://gallica.bnf.fr/ark:/12148/cb32709056n/date","Paris","L'Avenir socialiste ",3,"cb32709056n_date",14,"1898-04-23","1898-05-07","1898-04-23","1898-05-07",FALSE,32,"Science politique","",""
"1941-194.","https://gallica.bnf.fr/ark:/12148/cb32708916n/date","","L'Avenir normand ",3,"cb32708916n_date",123,"1941-07-01","1941-11-01","1941-07-01","1941-11-01",FALSE,NA,NA,"",""
"194.-194.","https://gallica.bnf.fr/ark:/12148/cb32707629x/date","","L'Avant garde ",3,"cb32707629x_date",78,"1941-04-06","1941-06-23","1941-04-06","1941-06-23",FALSE,NA,NA,"",""
"1941-194.","https://gallica.bnf.fr/ark:/12148/cb32707625j/date","","L'Avant garde ",3,"cb32707625j_date",624,"1941-07","1943-03-17","1941-07-01","1943-03-17",FALSE,NA,NA,"",""
"194.-194.","https://gallica.bnf.fr/ark:/12148/cb32707605x/date","","L'Avant garde ",3,"cb32707605x_date",-61,"1941-07","1941-05-01","1941-07-01","1941-05-01",FALSE,NA,NA,"",""
"1943-1944","https://gallica.bnf.fr/ark:/12148/cb32703276c/date","Vichy","L'Assaut ",3,"cb32703276c_date",62,"1943-12-15","1944-02-15","1943-12-15","1944-02-15",FALSE,NA,NA,"",""
"1915-1917","https://gallica.bnf.fr/ark:/12148/cb32702776h/date","Montjay la Tour","L'Artilleur déchainé ",3,"cb32702776h_date",NA,"1915-09-15",NA,"1915-09-15",NA,FALSE,NA,NA,"",""
"1855-18..","https://gallica.bnf.fr/ark:/12148/cb32702693t/date","Paris","L'Art utile",3,"cb32702693t_date",-17,"1855-06","1855-05-15","1855-06-01","1855-05-15",FALSE,70,"Arts et loisirs Généralités","",""
"1903-1907","https://gallica.bnf.fr/ark:/12148/cb32702654x/date","Paris","L'Art photographique ",3,"cb32702654x_date",883,"1903-08","1905","1903-08-01","1905-12-31",FALSE,77,"Photographie","",""
"1892-1894","https://gallica.bnf.fr/ark:/12148/cb327026271/date","Paris","L'Art littéraire ",3,"cb327026271_date",1035,"1892-03","1894","1892-03-01","1894-12-31",FALSE,70,"Arts et loisirs Généralités","",""
"1856-1860","https://gallica.bnf.fr/ark:/12148/cb32702502d/date","Paris","L'Art du XIXe siècle ",3,"cb32702502d_date",1035,"1856-03","1858","1856-03-01","1858-12-31",FALSE,70,"Arts et loisirs Généralités","",""
"1902-1904","https://gallica.bnf.fr/ark:/12148/cb32702494m/date","Paris","L'Art dramatique et musical au XXe siècle  ",3,"cb32702494m_date",1094,"1901","1903","1901-01-01","1903-12-31",FALSE,80,"Littérature Généralités","",""
"1922-1925","https://gallica.bnf.fr/ark:/12148/cb32700544v/date","Paris","L'Aquadémie ",3,"cb32700544v_date",853,"1922-10","1925-01","1922-10-01","1925-01-31",FALSE,80,"Littérature Généralités","",""
"1939-194.","https://gallica.bnf.fr/ark:/12148/cb32700308f/date","","L'Appel ",3,"cb32700308f_date",NA,"1939-12","1940-02","1939-12-01","1940-02-31",FALSE,NA,NA,"",""
"1933-1933","https://gallica.bnf.fr/ark:/12148/cb326998436/date","Paris","L'Anti nazi ",3,"cb326998436_date",41,"1933-05","1933-06-11","1933-05-01","1933-06-11",FALSE,NA,NA,"",""
"1918-1918","https://gallica.bnf.fr/ark:/12148/cb32699738b/date","Tauberbischofsheim","L'Anti cafard",3,"cb32699738b_date",21,"1918-10-20","1918-11-10","1918-10-20","1918-11-10",FALSE,7,"Presse et édition","",""
"1871-1871","https://gallica.bnf.fr/ark:/12148/cb326996607/date","Paris","L'Anonyme ",3,"cb326996607_date",17,"1871-04-25","1871-05-12","1871-04-25","1871-05-12",FALSE,0,"Savoir livre informatique","",""
"1886-19..","https://gallica.bnf.fr/ark:/12148/cb32698511h/date","Paris","L'Annuaire parisien de la banque et de la bourse",3,"cb32698511h_date",5477,"1886","1900","1886-01-01","1900-12-31",FALSE,33,"Économie","",""
"1875-1877","https://gallica.bnf.fr/ark:/12148/cb36136392r/date","Paris","L'Année théâtrale ",3,"cb36136392r_date",1095,"1875","1877","1875-01-01","1877-12-31",FALSE,79,"Loisirs sports arts du spectacle","",""
"1912-1914","https://gallica.bnf.fr/ark:/12148/cb344286776/date","Paris","L'Année musicale ",3,"cb344286776_date",1095,"1911","1913","1911-01-01","1913-12-31",FALSE,70,"Arts et loisirs Généralités","",""
"1923-192.","https://gallica.bnf.fr/ark:/12148/cb32692855h/date","Roanne","L'Ancien combattant antiguerrier ",3,"cb32692855h_date",46,"1923-10-20","1923-12-05","1923-10-20","1923-12-05",FALSE,36,"Services sociaux","",""
"1826-1829","https://gallica.bnf.fr/ark:/12148/cb32691463s/date","Marseille","L'Ami du bien ",3,"cb32691463s_date",729,"1826","1827","1826-01-01","1827-12-31",FALSE,5,"Périodiques","",""
"19??","https://gallica.bnf.fr/ark:/12148/cb32683495p/date","Paris","L'Afrique équatoriale française illustrée",3,"cb32683495p_date",639,"1910-12","1912-08","1910-12-01","1912-08-31",FALSE,NA,NA,"",""
"1941-194.","https://gallica.bnf.fr/ark:/12148/cb32681701v/date","","L'Action ",3,"cb32681701v_date",NA,"1941-11-01","1942-06","1941-11-01","1942-06-31",FALSE,NA,NA,"",""
"1870-1870","https://gallica.bnf.fr/ark:/12148/cb32680747x/date","Paris","L'Abeille musicale ",3,"cb32680747x_date",46,"1870-01-01","1870-02-16","1870-01-01","1870-02-16",FALSE,7,"Presse et édition","",""
"1844-1844","https://gallica.bnf.fr/ark:/12148/cb32803424v/date","Paris","Keepsake des contes merveilleux ",3,"cb32803424v_date",365,"1844","1844","1844-01-01","1844-12-31",FALSE,80,"Littérature Généralités","",""
"19..-193.","https://gallica.bnf.fr/ark:/12148/cb328033864/date","Paris, ","Kavo<U+009A>i taregirk'ë ",3,"cb328033864_date",2191,"1928","1933","1928-01-01","1933-12-31",FALSE,NA,NA,"",""
"1818-1827","https://gallica.bnf.fr/ark:/12148/cb32802861x/date","Metz","Jurisprudence de la Cour royale de Metz",3,"cb32802861x_date",1095,"1822","1824","1822-01-01","1824-12-31",FALSE,34,"Droit","",""
"1837-1850","https://gallica.bnf.fr/ark:/12148/cb32802856b/date","Caen","Jurisprudence de la Cour royale de Caen",3,"cb32802856b_date",6938,"1849","1867","1849-01-01","1867-12-31",FALSE,34,"Droit","",""
"1864-1867","https://gallica.bnf.fr/ark:/12148/cb32802292j/date","Paris, Paris","Journal pour toutes ",3,"cb32802292j_date",1186,"1864-10","1867","1864-10-01","1867-12-31",FALSE,30,"Sciences sociales","",""
"1869-1875","https://gallica.bnf.fr/ark:/12148/cb328022649/date","Paris","Journal populaire de musique ",3,"cb328022649_date",2221,"1869-12","1875","1869-12-01","1875-12-31",FALSE,78,"Musique","",""
"1894-1948","https://gallica.bnf.fr/ark:/12148/cb328020595/date","Porto Novo","Journal officiel de la Colonie du Dahomey",3,"cb328020595_date",105,"1940-01-01","1940-04-15","1940-01-01","1940-04-15",FALSE,0,"Savoir livre informatique","",""
"1852-185.","https://gallica.bnf.fr/ark:/12148/cb32801560h/date","Paris","Journal littéraire ",3,"cb32801560h_date",1094,"1853","1855","1853-01-01","1855-12-31",FALSE,84,"Littérature francophone","",""
"18..-1863","https://gallica.bnf.fr/ark:/12148/cb32801529c/date","Paris","Journal L'homme du monde ",3,"cb32801529c_date",66,"1863-05-10","1863-07-15","1863-05-10","1863-07-15",FALSE,5,"Périodiques","",""
"1914-1915","https://gallica.bnf.fr/ark:/12148/cb444157064/date","Paris","Journal des soldats du Choral moderne ",3,"cb444157064_date",61,"1915-06-28","1915-08-28","1915-06-28","1915-08-28",FALSE,NA,NA,"",""
"1871-1872","https://gallica.bnf.fr/ark:/12148/cb32799922p/date","Paris","Journal des jeux et des joueurs ",3,"cb32799922p_date",68,"1871-11-28","1872-02-04","1871-11-28","1872-02-04",FALSE,NA,NA,"",""
"1868-1868","https://gallica.bnf.fr/ark:/12148/cb32799789d/date","Paris","Journal des gares ",3,"cb32799789d_date",92,"1868-08-15","1868-11-15","1868-08-15","1868-11-15",FALSE,38,"Commerce communications transports","",""
"1832-1897","https://gallica.bnf.fr/ark:/12148/cb32799613w/date","Paris","Journal des enfants ",3,"cb32799613w_date",15340,"1856","1897","1856-01-01","1897-12-31",FALSE,7,"Presse et édition","",""
"1823-1825","https://gallica.bnf.fr/ark:/12148/cb327991841/date","Poitiers","Journal des arrêts de la Cour royale de Poitiers",3,"cb327991841_date",730,"1823","1824","1823-01-01","1824-12-31",FALSE,NA,NA,"",""
"1931-1975","https://gallica.bnf.fr/ark:/12148/cb34349284v/date","Paris","Journal de la Société des africanistes",3,"cb34349284v_date",1460,"1932","1935","1932-01-01","1935-12-31",FALSE,30,"Sciences sociales","",""
"1844-1848","https://gallica.bnf.fr/ark:/12148/cb32798250r/date","Chalon sur Saône","Journal de la Société d'agriculture et d'horticulture de Chalon sur",3,"cb32798250r_date",761,"1844-01","1846-01","1844-01-01","1846-01-31",FALSE,63,"Agriculture","",""
"1796-1796","https://gallica.bnf.fr/ark:/12148/cb327980924/date","Paris, Paris","Journal de la justice civile",3,"cb327980924_date",305,"1796-03","1796","1796-03-01","1796-12-31",FALSE,34,"Droit","",""
"1830-1831","https://gallica.bnf.fr/ark:/12148/cb327974502/date","Paris, Strasbourg","Journal de géologie ",3,"cb327974502_date",729,"1830","1831","1830-01-01","1831-12-31",FALSE,55,"Sciences de la terre","",""
"1884-1886","https://gallica.bnf.fr/ark:/12148/cb327974026/date","Paris","Journal de droit maritime ",3,"cb327974026_date",1095,"1884","1886","1884-01-01","1886-12-31",FALSE,34,"Droit","",""
"1896-1896","https://gallica.bnf.fr/ark:/12148/cb32797024d/date","Paris","Journal d'hygiène et de science du professeur Mingaud ",3,"cb32797024d_date",30,"1896-09-15","1896-10-15","1896-09-15","1896-10-15",FALSE,NA,NA,"",""
"1842-1927","https://gallica.bnf.fr/ark:/12148/cb421348717/date","Paris","Journal d'éducation populaire ",3,"cb421348717_date",NA,"1882","1921-04","1882-01-01","1921-04-31",FALSE,NA,NA,"",""
"1879-1893","https://gallica.bnf.fr/ark:/12148/cb410835560/date","Pau","Journal d'agriculture pratique des Basses Pyrénées et de la région du Sud",3,"cb410835560_date",151,"1882-12-25","1883-05-25","1882-12-25","1883-05-25",FALSE,7,"Presse et édition","",""
"1928-192.","https://gallica.bnf.fr/ark:/12148/cb32796636t/date","Paris","Jour et nuit ",3,"cb32796636t_date",-305,"1928-12","1928-01","1928-12-01","1928-01-31",FALSE,84,"Littérature francophone","",""
"1962-19??","https://gallica.bnf.fr/ark:/12148/cb412815665/date","Paris","Jeune révolution ",3,"cb412815665_date",365,"1963-01-07","1964-01-07","1963-01-07","1964-01-07",FALSE,NA,NA,"",""
"1915-19..","https://gallica.bnf.fr/ark:/12148/cb444157409/date","Paris","Jaussely's gazette ",3,"cb444157409_date",-17,"1916-09","1916-08-15","1916-09-01","1916-08-15",FALSE,NA,NA,"",""
"1836-1925","https://gallica.bnf.fr/ark:/12148/cb32795122h/date","Frankfurt am Main","Jahresbericht des Frankfurter Vereins für Geographie und Statistik ",3,"cb32795122h_date",1460,"1872","1875","1872-01-01","1875-12-31",FALSE,NA,NA,"",""
"1889-1912","https://gallica.bnf.fr/ark:/12148/cb42083522t/date","Paris","Instruction du",3,"cb42083522t_date",729,"1900","1901","1900-01-01","1901-12-31",FALSE,944,"Histoire de France","",""
"1924-1924","https://gallica.bnf.fr/ark:/12148/cb327884116/date","Paris","Illusions ",3,"cb327884116_date",14,"1924-11-06","1924-11-20","1924-11-06","1924-11-20",FALSE,84,"Littérature francophone","",""
"1910-1910","https://gallica.bnf.fr/ark:/12148/cb32749179d/date","Grasse","Il Corriere italiano ",3,"cb32749179d_date",28,"1910-08-14","1910-09-11","1910-08-14","1910-09-11",FALSE,NA,NA,"",""
"1880-1890","https://gallica.bnf.fr/ark:/12148/cb327117069/date","Firenze puis Bologna puis Brescia","Il bibliofilo ",3,"cb327117069_date",3287,"1880","1888","1880-01-01","1888-12-31",FALSE,NA,NA,"",""
"1840-1840","https://gallica.bnf.fr/ark:/12148/cb32786643w/date","Paris","Hic",3,"cb32786643w_date",274,"1840-04","1840","1840-04-01","1840-12-31",FALSE,NA,NA,"",""
"1944-1944","https://gallica.bnf.fr/ark:/12148/cb32786177t/date","Poitiers","Hebdo maquis",3,"cb32786177t_date",18,"1944-07-14","1944-08-01","1944-07-14","1944-08-01",FALSE,NA,NA,"",""
"1941","https://gallica.bnf.fr/ark:/12148/cb32785384d/date","S. l.","Gwardia ludowa",3,"cb32785384d_date",456,"1942-06","1943-08","1942-06-01","1943-08-31",FALSE,NA,NA,"",""
"18??","https://gallica.bnf.fr/ark:/12148/cb327840563/date","Constantine","Grimaces algériennes",3,"cb327840563_date",14,"1896-03-01","1896-03-15","1896-03-01","1896-03-15",FALSE,NA,NA,"",""
"1900-1903","https://gallica.bnf.fr/ark:/12148/cb32783341n/date","Paris","Grand album illustré de l'industrie automobile pour l'année",3,"cb32783341n_date",1459,"1900","1903","1900-01-01","1903-12-31",FALSE,62,"Ingénierie","",""
"19??","https://gallica.bnf.fr/ark:/12148/cb32782345s/date","Quïnhon","Giang lè hôi thánh",3,"cb32782345s_date",1095,"1911","1913","1911-01-01","1913-12-31",FALSE,89,"Littérature des autres langues","",""
"1909-1909","https://gallica.bnf.fr/ark:/12148/cb32782212j/date","Paris","Germinal ",3,"cb32782212j_date",NA,"1009-10","1010-11","1009-10-01","1010-11-31",FALSE,7,"Presse et édition","",""
"1917-1918","https://gallica.bnf.fr/ark:/12148/cb32782204x/date","Bordeaux","Germinal ",3,"cb32782204x_date",119,"1918-01-01","1918-04-30","1918-01-01","1918-04-30",FALSE,7,"Presse et édition","",""
"1843-1843","https://gallica.bnf.fr/ark:/12148/cb32781525g/date","Paris","Gazette spéciale des chemins de fer ",3,"cb32781525g_date",205,"1843","1843-07-25","1843-01-01","1843-07-25",FALSE,38,"Commerce communications transports","",""
"1915-1918","https://gallica.bnf.fr/ark:/12148/cb327803261/date","Paris","Gazette de l'Académie Julian",3,"cb327803261_date",NA,"1915-09","1916-04","1915-09-01","1916-04-31",FALSE,70,"Arts et loisirs Généralités","",""
"19??","https://gallica.bnf.fr/ark:/12148/cb327789508/date","S. l.","Front national",3,"cb327789508_date",30,"1944-04","1944-05-01","1944-04-01","1944-05-01",FALSE,NA,NA,"",""
"1937-1937","https://gallica.bnf.fr/ark:/12148/cb327784579/date","Paris","Fraternité",3,"cb327784579_date",NA,"1937-07","1937-06","1937-07-01","1937-06-31",FALSE,36,"Services sociaux","",""
"1924-1924","https://gallica.bnf.fr/ark:/12148/cb327781475/date","Paris","France Russie ",3,"cb327781475_date",171,"1924-01-01","1924-06-20","1924-01-01","1924-06-20",FALSE,33,"Économie","",""
"1935-1935","https://gallica.bnf.fr/ark:/12148/cb327778633/date","Nice","France Italie ",3,"cb327778633_date",36,"1935-05-01","1935-06-06","1935-05-01","1935-06-06",FALSE,NA,NA,"",""
"1911-1913","https://gallica.bnf.fr/ark:/12148/cb34431185z/date","Tarbes, Tarbes","Folklore pyrénéen ",3,"cb34431185z_date",1095,"1911","1913","1911-01-01","1913-12-31",FALSE,35,"Administration publique","",""
"1922-192.","https://gallica.bnf.fr/ark:/12148/cb32775990s/date","Paris","Flirt ",3,"cb32775990s_date",-17,"1922-06","1922-05-15","1922-06-01","1922-05-15",FALSE,7,"Presse et édition","",""
"19??","https://gallica.bnf.fr/ark:/12148/cb327741089/date","Marseille","Femmes de Provence",3,"cb327741089_date",395,"1942-07","1943-07","1942-07-01","1943-07-31",FALSE,NA,NA,"",""
"19??","https://gallica.bnf.fr/ark:/12148/cb32774106m/date","S. l.","Femmes de prisonniers",3,"cb32774106m_date",NA,"1944-06","1944-06","1944-06-01","1944-06-31",FALSE,NA,NA,"",""
"1930","https://gallica.bnf.fr/ark:/12148/cb32772819d/date","Paris","Faklya",3,"cb32772819d_date",22,"1930-03-21","1930-04-12","1930-03-21","1930-04-12",FALSE,0,"Savoir livre informatique","",""
"18..-19..","https://gallica.bnf.fr/ark:/12148/cb423291302/date","Nouméa","Exposé des motifs des budgets des recettes et des dépenses du service local pour l'année",3,"cb423291302_date",1825,"1881","1885","1881-01-01","1885-12-31",FALSE,35,"Administration publique","",""
"1897-1899","https://gallica.bnf.fr/ark:/12148/cb32771349q/date","Bilbon","Euskalzale ",3,"cb32771349q_date",34,"1899-08-24","1899-09-27","1899-08-24","1899-09-27",FALSE,80,"Littérature Généralités","",""
"1922-1922","https://gallica.bnf.fr/ark:/12148/cb32770957r/date","Paris","Études sociales et notes financières dans les ruines ",3,"cb32770957r_date",122,"1922-04-09","1922-08-09","1922-04-09","1922-08-09",FALSE,NA,NA,"",""
"18??","https://gallica.bnf.fr/ark:/12148/cb32770705z/date","S. l.","Etrennes spirituelles",3,"cb32770705z_date",NA,NA,NA,NA,NA,FALSE,NA,NA,"",""
"1899-1899","https://gallica.bnf.fr/ark:/12148/cb32769930p/date","Alger","Etendard social",3,"cb32769930p_date",24,"1899-05-21","1899-06-14","1899-05-21","1899-06-14",FALSE,NA,NA,"",""
"1942-1943","https://gallica.bnf.fr/ark:/12148/cb327698594/date","Paris","Etc ",3,"cb327698594_date",364,"1942","1942","1942-01-01","1942-12-31",FALSE,5,"Périodiques","",""
"1817-1827","https://gallica.bnf.fr/ark:/12148/cb412921744/date","Paris","État général des traitements de réforme dressé par ordre du Ministre secrétaire d'État de la guerre  ",3,"cb412921744_date",2555,"1817","1823","1817-01-01","1823-12-31",FALSE,NA,NA,"",""
"1933-1933","https://gallica.bnf.fr/ark:/12148/cb32769115k/date","Paris","Esprit du temps  ",3,"cb32769115k_date",NA,"1933-03","1933-04","1933-03-01","1933-04-31",FALSE,NA,NA,"",""
"1944-1944","https://gallica.bnf.fr/ark:/12148/cb43780528h/date","","Espoir ",3,"cb43780528h_date",NA,"1944-06","1944-04","1944-06-01","1944-04-31",FALSE,NA,NA,"",""
"19??","https://gallica.bnf.fr/ark:/12148/cb327689653/date","S. l.","Espoir",3,"cb327689653_date",359,"1944-01-07","1944-12-31","1944-01-07","1944-12-31",FALSE,NA,NA,"",""
"1884-1887","https://gallica.bnf.fr/ark:/12148/cb32771345b/date","Bayonan, Biarritzen","Escualdun Almanaca ",3,"cb32771345b_date",1095,"1884","1886","1884-01-01","1886-12-31",FALSE,3,"Encyclopédies","",""
"1996-1997","https://gallica.bnf.fr/ark:/12148/cb452648169/date","Paris","Escalier de secours ",3,"cb452648169_date",NA,"1996-12","1997-02","1996-12-01","1997-02-31",FALSE,37,"Éducation","",""
"1994-1995","https://gallica.bnf.fr/ark:/12148/cb45264538s/date","Paris","Eñes ",3,"cb45264538s_date",395,"1994-12","1995-12","1994-12-01","1995-12-31",FALSE,37,"Éducation","",""
"1919-192.","https://gallica.bnf.fr/ark:/12148/cb327666037/date","Paris","Employeurs et salariés ",3,"cb327666037_date",760,"1922-01","1924-01","1922-01-01","1924-01-31",FALSE,NA,NA,"",""
"1872-1887","https://gallica.bnf.fr/ark:/12148/cb327657785/date","Paris","Eldorado programme ",3,"cb327657785_date",855,"1872-09","1875-01-04","1872-09-01","1875-01-04",FALSE,NA,NA,"",""
"1929-1934","https://gallica.bnf.fr/ark:/12148/cb34421975n/date","Paris","Documents ",3,"cb34421975n_date",1915,"1929","1934-03","1929-01-01","1934-03-31",FALSE,70,"Arts et loisirs Généralités","",""
